maxtempC,mintempC,DewPointC,FeelsLikeC,cloudcover,humidity,precipMM,pressure,visibility,winddirDegree,windspeedKmph
32.9,26.3,22.1,31.1,75,84,0.1,1005.0,3.0,6.1,210
